Date,EDEN,EFNL,EIS,ENOR,ENZL,EUSA,EWA,EWC,EWD,EWG,EWH,EWI,EWJ,EWK,EWL,EWN,EWO,EWP,EWQ,EWS,EWU,PGAL
1999-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-06-01,0,0,0,0,0,0,0.1384870540158196,0.08986881791395,0.11386665309336362,0.03129052897632758,0.017624804842006153,0.026089198001719747,0.010058098099931415,0.04115125022329914,0.08300771882765097,0.048264479631378705,0.2041451995465168,0.04897609883766706,0.08507174527765968,0.016258231376226402,0.045840121336483276,0
1999-06-02,0,0,0,0,0,0,0.1384870540158196,0.08986881791395,0.11386665309336362,0.03129052897632758,0.017624804842006153,0.026089198001719747,0.010058098099931415,0.04115125022329914,0.08300771882765097,0.048264479631378705,0.2041451995465168,0.04897609883766706,0.08507174527765968,0.016258231376226402,0.045840121336483276,0
1999-06-03,0,0,0,0,0,0,0.1384870540158196,0.08986881791395,0.11386665309336362,0.03129052897632758,0.017624804842006153,0.026089198001719747,0.010058098099931415,0.04115125022329914,0.08300771882765097,0.048264479631378705,0.2041451995465168,0.04897609883766706,0.08507174527765968,0.016258231376226402,0.045840121336483276,0
1999-06-04,0,0,0,0,0,0,0.1384870540158196,0.08986881791395,0.11386665309336362,0.03129052897632758,0.017624804842006153,0.026089198001719747,0.010058098099931415,0.04115125022329914,0.08300771882765097,0.048264479631378705,0.2041451995465168,0.04897609883766706,0.08507174527765968,0.016258231376226402,0.045840121336483276,0
1999-06-07,0,0,0,0,0,0,0.1384870540158196,0.08986881791395,0.11386665309336362,0.03129052897632758,0.017624804842006153,0.026089198001719747,0.010058098099931415,0.04115125022329914,0.08300771882765097,0.048264479631378705,0.2041451995465168,0.04897609883766706,0.08507174527765968,0.016258231376226402,0.045840121336483276,0
1999-06-08,0,0,0,0,0,0,0.1384870540158196,0.08986881791395,0.11386665309336362,0.03129052897632758,0.017624804842006153,0.026089198001719747,0.010058098099931415,0.04115125022329914,0.08300771882765097,0.048264479631378705,0.2041451995465168,0.04897609883766706,0.08507174527765968,0.016258231376226402,0.045840121336483276,0
1999-06-09,0,0,0,0,0,0,0.1384870540158196,0.08986881791395,0.11386665309336362,0.03129052897632758,0.017624804842006153,0.026089198001719747,0.010058098099931415,0.04115125022329914,0.08300771882765097,0.048264479631378705,0.2041451995465168,0.04897609883766706,0.08507174527765968,0.016258231376226402,0.045840121336483276,0
1999-06-10,0,0,0,0,0,0,0.1384870540158196,0.08986881791395,0.11386665309336362,0.03129052897632758,0.017624804842006153,0.026089198001719747,0.010058098099931415,0.04115125022329914,0.08300771882765097,0.048264479631378705,0.2041451995465168,0.04897609883766706,0.08507174527765968,0.016258231376226402,0.045840121336483276,0
1999-06-11,0,0,0,0,0,0,0.1384870540158196,0.08986881791395,0.11386665309336362,0.03129052897632758,0.017624804842006153,0.026089198001719747,0.010058098099931415,0.04115125022329914,0.08300771882765097,0.048264479631378705,0.2041451995465168,0.04897609883766706,0.08507174527765968,0.016258231376226402,0.045840121336483276,0
1999-06-14,0,0,0,0,0,0,0.1384870540158196,0.08986881791395,0.11386665309336362,0.03129052897632758,0.017624804842006153,0.026089198001719747,0.010058098099931415,0.04115125022329914,0.08300771882765097,0.048264479631378705,0.2041451995465168,0.04897609883766706,0.08507174527765968,0.016258231376226402,0.045840121336483276,0
1999-06-15,0,0,0,0,0,0,0.1384870540158196,0.08986881791395,0.11386665309336362,0.03129052897632758,0.017624804842006153,0.026089198001719747,0.010058098099931415,0.04115125022329914,0.08300771882765097,0.048264479631378705,0.2041451995465168,0.04897609883766706,0.08507174527765968,0.016258231376226402,0.045840121336483276,0
1999-06-16,0,0,0,0,0,0,0.1384870540158196,0.08986881791395,0.11386665309336362,0.03129052897632758,0.017624804842006153,0.026089198001719747,0.010058098099931415,0.04115125022329914,0.08300771882765097,0.048264479631378705,0.2041451995465168,0.04897609883766706,0.08507174527765968,0.016258231376226402,0.045840121336483276,0
1999-06-17,0,0,0,0,0,0,0.1384870540158196,0.08986881791395,0.11386665309336362,0.03129052897632758,0.017624804842006153,0.026089198001719747,0.010058098099931415,0.04115125022329914,0.08300771882765097,0.048264479631378705,0.2041451995465168,0.04897609883766706,0.08507174527765968,0.016258231376226402,0.045840121336483276,0
1999-06-18,0,0,0,0,0,0,0.1384870540158196,0.08986881791395,0.11386665309336362,0.03129052897632758,0.017624804842006153,0.026089198001719747,0.010058098099931415,0.04115125022329914,0.08300771882765097,0.048264479631378705,0.2041451995465168,0.04897609883766706,0.08507174527765968,0.016258231376226402,0.045840121336483276,0
1999-06-21,0,0,0,0,0,0,0.1384870540158196,0.08986881791395,0.11386665309336362,0.03129052897632758,0.017624804842006153,0.026089198001719747,0.010058098099931415,0.04115125022329914,0.08300771882765097,0.048264479631378705,0.2041451995465168,0.04897609883766706,0.08507174527765968,0.016258231376226402,0.045840121336483276,0
1999-06-22,0,0,0,0,0,0,0.1384870540158196,0.08986881791395,0.11386665309336362,0.03129052897632758,0.017624804842006153,0.026089198001719747,0.010058098099931415,0.04115125022329914,0.08300771882765097,0.048264479631378705,0.2041451995465168,0.04897609883766706,0.08507174527765968,0.016258231376226402,0.045840121336483276,0
1999-06-23,0,0,0,0,0,0,0.1384870540158196,0.08986881791395,0.11386665309336362,0.03129052897632758,0.017624804842006153,0.026089198001719747,0.010058098099931415,0.04115125022329914,0.08300771882765097,0.048264479631378705,0.2041451995465168,0.04897609883766706,0.08507174527765968,0.016258231376226402,0.045840121336483276,0
1999-06-24,0,0,0,0,0,0,0.1384870540158196,0.08986881791395,0.11386665309336362,0.03129052897632758,0.017624804842006153,0.026089198001719747,0.010058098099931415,0.04115125022329914,0.08300771882765097,0.048264479631378705,0.2041451995465168,0.04897609883766706,0.08507174527765968,0.016258231376226402,0.045840121336483276,0
1999-06-25,0,0,0,0,0,0,0.1384870540158196,0.08986881791395,0.11386665309336362,0.03129052897632758,0.017624804842006153,0.026089198001719747,0.010058098099931415,0.04115125022329914,0.08300771882765097,0.048264479631378705,0.2041451995465168,0.04897609883766706,0.08507174527765968,0.016258231376226402,0.045840121336483276,0
1999-06-28,0,0,0,0,0,0,0.1384870540158196,0.08986881791395,0.11386665309336362,0.03129052897632758,0.017624804842006153,0.026089198001719747,0.010058098099931415,0.04115125022329914,0.08300771882765097,0.048264479631378705,0.2041451995465168,0.04897609883766706,0.08507174527765968,0.016258231376226402,0.045840121336483276,0
1999-06-29,0,0,0,0,0,0,0.1384870540158196,0.08986881791395,0.11386665309336362,0.03129052897632758,0.017624804842006153,0.026089198001719747,0.010058098099931415,0.04115125022329914,0.08300771882765097,0.048264479631378705,0.2041451995465168,0.04897609883766706,0.08507174527765968,0.016258231376226402,0.045840121336483276,0
1999-06-30,0,0,0,0,0,0,0.1384870540158196,0.08986881791395,0.11386665309336362,0.03129052897632758,0.017624804842006153,0.026089198001719747,0.010058098099931415,0.04115125022329914,0.08300771882765097,0.048264479631378705,0.2041451995465168,0.04897609883766706,0.08507174527765968,0.016258231376226402,0.045840121336483276,0
1999-07-01,0,0,0,0,0,0,0.1779210168902806,0.0616969559141244,0.06876008880392649,0.03256135321391404,0.014899604162975942,0.04669739605549746,0.0046644607907194964,0.048291110993814904,0.11705573462263741,0.04538942880602061,0.15901337493725365,0.08100240199702527,0.09506372171517796,0.01201948118423472,0.0349638699123968,0
1999-07-02,0,0,0,0,0,0,0.1779210168902806,0.0616969559141244,0.06876008880392649,0.03256135321391404,0.014899604162975942,0.04669739605549746,0.0046644607907194964,0.048291110993814904,0.11705573462263741,0.04538942880602061,0.15901337493725365,0.08100240199702527,0.09506372171517796,0.01201948118423472,0.0349638699123968,0
1999-07-06,0,0,0,0,0,0,0.1779210168902806,0.0616969559141244,0.06876008880392649,0.03256135321391404,0.014899604162975942,0.04669739605549746,0.0046644607907194964,0.048291110993814904,0.11705573462263741,0.04538942880602061,0.15901337493725365,0.08100240199702527,0.09506372171517796,0.01201948118423472,0.0349638699123968,0
1999-07-07,0,0,0,0,0,0,0.1779210168902806,0.0616969559141244,0.06876008880392649,0.03256135321391404,0.014899604162975942,0.04669739605549746,0.0046644607907194964,0.048291110993814904,0.11705573462263741,0.04538942880602061,0.15901337493725365,0.08100240199702527,0.09506372171517796,0.01201948118423472,0.0349638699123968,0
1999-07-08,0,0,0,0,0,0,0.1779210168902806,0.0616969559141244,0.06876008880392649,0.03256135321391404,0.014899604162975942,0.04669739605549746,0.0046644607907194964,0.048291110993814904,0.11705573462263741,0.04538942880602061,0.15901337493725365,0.08100240199702527,0.09506372171517796,0.01201948118423472,0.0349638699123968,0
1999-07-09,0,0,0,0,0,0,0.1779210168902806,0.0616969559141244,0.06876008880392649,0.03256135321391404,0.014899604162975942,0.04669739605549746,0.0046644607907194964,0.048291110993814904,0.11705573462263741,0.04538942880602061,0.15901337493725365,0.08100240199702527,0.09506372171517796,0.01201948118423472,0.0349638699123968,0
1999-07-12,0,0,0,0,0,0,0.1779210168902806,0.0616969559141244,0.06876008880392649,0.03256135321391404,0.014899604162975942,0.04669739605549746,0.0046644607907194964,0.048291110993814904,0.11705573462263741,0.04538942880602061,0.15901337493725365,0.08100240199702527,0.09506372171517796,0.01201948118423472,0.0349638699123968,0
1999-07-13,0,0,0,0,0,0,0.1779210168902806,0.0616969559141244,0.06876008880392649,0.03256135321391404,0.014899604162975942,0.04669739605549746,0.0046644607907194964,0.048291110993814904,0.11705573462263741,0.04538942880602061,0.15901337493725365,0.08100240199702527,0.09506372171517796,0.01201948118423472,0.0349638699123968,0
1999-07-14,0,0,0,0,0,0,0.1779210168902806,0.0616969559141244,0.06876008880392649,0.03256135321391404,0.014899604162975942,0.04669739605549746,0.0046644607907194964,0.048291110993814904,0.11705573462263741,0.04538942880602061,0.15901337493725365,0.08100240199702527,0.09506372171517796,0.01201948118423472,0.0349638699123968,0
1999-07-15,0,0,0,0,0,0,0.1779210168902806,0.0616969559141244,0.06876008880392649,0.03256135321391404,0.014899604162975942,0.04669739605549746,0.0046644607907194964,0.048291110993814904,0.11705573462263741,0.04538942880602061,0.15901337493725365,0.08100240199702527,0.09506372171517796,0.01201948118423472,0.0349638699123968,0
1999-07-16,0,0,0,0,0,0,0.1779210168902806,0.0616969559141244,0.06876008880392649,0.03256135321391404,0.014899604162975942,0.04669739605549746,0.0046644607907194964,0.048291110993814904,0.11705573462263741,0.04538942880602061,0.15901337493725365,0.08100240199702527,0.09506372171517796,0.01201948118423472,0.0349638699123968,0
1999-07-19,0,0,0,0,0,0,0.1779210168902806,0.0616969559141244,0.06876008880392649,0.03256135321391404,0.014899604162975942,0.04669739605549746,0.0046644607907194964,0.048291110993814904,0.11705573462263741,0.04538942880602061,0.15901337493725365,0.08100240199702527,0.09506372171517796,0.01201948118423472,0.0349638699123968,0
1999-07-20,0,0,0,0,0,0,0.1779210168902806,0.0616969559141244,0.06876008880392649,0.03256135321391404,0.014899604162975942,0.04669739605549746,0.0046644607907194964,0.048291110993814904,0.11705573462263741,0.04538942880602061,0.15901337493725365,0.08100240199702527,0.09506372171517796,0.01201948118423472,0.0349638699123968,0
1999-07-21,0,0,0,0,0,0,0.1779210168902806,0.0616969559141244,0.06876008880392649,0.03256135321391404,0.014899604162975942,0.04669739605549746,0.0046644607907194964,0.048291110993814904,0.11705573462263741,0.04538942880602061,0.15901337493725365,0.08100240199702527,0.09506372171517796,0.01201948118423472,0.0349638699123968,0
1999-07-22,0,0,0,0,0,0,0.1779210168902806,0.0616969559141244,0.06876008880392649,0.03256135321391404,0.014899604162975942,0.04669739605549746,0.0046644607907194964,0.048291110993814904,0.11705573462263741,0.04538942880602061,0.15901337493725365,0.08100240199702527,0.09506372171517796,0.01201948118423472,0.0349638699123968,0
1999-07-23,0,0,0,0,0,0,0.1779210168902806,0.0616969559141244,0.06876008880392649,0.03256135321391404,0.014899604162975942,0.04669739605549746,0.0046644607907194964,0.048291110993814904,0.11705573462263741,0.04538942880602061,0.15901337493725365,0.08100240199702527,0.09506372171517796,0.01201948118423472,0.0349638699123968,0
1999-07-26,0,0,0,0,0,0,0.1779210168902806,0.0616969559141244,0.06876008880392649,0.03256135321391404,0.014899604162975942,0.04669739605549746,0.0046644607907194964,0.048291110993814904,0.11705573462263741,0.04538942880602061,0.15901337493725365,0.08100240199702527,0.09506372171517796,0.01201948118423472,0.0349638699123968,0
1999-07-27,0,0,0,0,0,0,0.1779210168902806,0.0616969559141244,0.06876008880392649,0.03256135321391404,0.014899604162975942,0.04669739605549746,0.0046644607907194964,0.048291110993814904,0.11705573462263741,0.04538942880602061,0.15901337493725365,0.08100240199702527,0.09506372171517796,0.01201948118423472,0.0349638699123968,0
1999-07-28,0,0,0,0,0,0,0.1779210168902806,0.0616969559141244,0.06876008880392649,0.03256135321391404,0.014899604162975942,0.04669739605549746,0.0046644607907194964,0.048291110993814904,0.11705573462263741,0.04538942880602061,0.15901337493725365,0.08100240199702527,0.09506372171517796,0.01201948118423472,0.0349638699123968,0
1999-07-29,0,0,0,0,0,0,0.1779210168902806,0.0616969559141244,0.06876008880392649,0.03256135321391404,0.014899604162975942,0.04669739605549746,0.0046644607907194964,0.048291110993814904,0.11705573462263741,0.04538942880602061,0.15901337493725365,0.08100240199702527,0.09506372171517796,0.01201948118423472,0.0349638699123968,0
1999-07-30,0,0,0,0,0,0,0.1779210168902806,0.0616969559141244,0.06876008880392649,0.03256135321391404,0.014899604162975942,0.04669739605549746,0.0046644607907194964,0.048291110993814904,0.11705573462263741,0.04538942880602061,0.15901337493725365,0.08100240199702527,0.09506372171517796,0.01201948118423472,0.0349638699123968,0
1999-08-02,0,0,0,0,0,0,0.1289000712461953,0.05812810590634284,0.05167538749760897,0.040244724391139367,0.011473287716461387,0.025024938967528,0.006266118949168062,0.06962517573962053,0.13532496528184687,0.05097347005018055,0.19394245506242147,0.06784335360994366,0.11712409116388096,0.009702519574019205,0.033751334843642816,0
1999-08-03,0,0,0,0,0,0,0.1289000712461953,0.05812810590634284,0.05167538749760897,0.040244724391139367,0.011473287716461387,0.025024938967528,0.006266118949168062,0.06962517573962053,0.13532496528184687,0.05097347005018055,0.19394245506242147,0.06784335360994366,0.11712409116388096,0.009702519574019205,0.033751334843642816,0
1999-08-04,0,0,0,0,0,0,0.1289000712461953,0.05812810590634284,0.05167538749760897,0.040244724391139367,0.011473287716461387,0.025024938967528,0.006266118949168062,0.06962517573962053,0.13532496528184687,0.05097347005018055,0.19394245506242147,0.06784335360994366,0.11712409116388096,0.009702519574019205,0.033751334843642816,0
1999-08-05,0,0,0,0,0,0,0.1289000712461953,0.05812810590634284,0.05167538749760897,0.040244724391139367,0.011473287716461387,0.025024938967528,0.006266118949168062,0.06962517573962053,0.13532496528184687,0.05097347005018055,0.19394245506242147,0.06784335360994366,0.11712409116388096,0.009702519574019205,0.033751334843642816,0
1999-08-06,0,0,0,0,0,0,0.1289000712461953,0.05812810590634284,0.05167538749760897,0.040244724391139367,0.011473287716461387,0.025024938967528,0.006266118949168062,0.06962517573962053,0.13532496528184687,0.05097347005018055,0.19394245506242147,0.06784335360994366,0.11712409116388096,0.009702519574019205,0.033751334843642816,0
1999-08-09,0,0,0,0,0,0,0.1289000712461953,0.05812810590634284,0.05167538749760897,0.040244724391139367,0.011473287716461387,0.025024938967528,0.006266118949168062,0.06962517573962053,0.13532496528184687,0.05097347005018055,0.19394245506242147,0.06784335360994366,0.11712409116388096,0.009702519574019205,0.033751334843642816,0
1999-08-10,0,0,0,0,0,0,0.1289000712461953,0.05812810590634284,0.05167538749760897,0.040244724391139367,0.011473287716461387,0.025024938967528,0.006266118949168062,0.06962517573962053,0.13532496528184687,0.05097347005018055,0.19394245506242147,0.06784335360994366,0.11712409116388096,0.009702519574019205,0.033751334843642816,0
1999-08-11,0,0,0,0,0,0,0.1289000712461953,0.05812810590634284,0.05167538749760897,0.040244724391139367,0.011473287716461387,0.025024938967528,0.006266118949168062,0.06962517573962053,0.13532496528184687,0.05097347005018055,0.19394245506242147,0.06784335360994366,0.11712409116388096,0.009702519574019205,0.033751334843642816,0
1999-08-12,0,0,0,0,0,0,0.1289000712461953,0.05812810590634284,0.05167538749760897,0.040244724391139367,0.011473287716461387,0.025024938967528,0.006266118949168062,0.06962517573962053,0.13532496528184687,0.05097347005018055,0.19394245506242147,0.06784335360994366,0.11712409116388096,0.009702519574019205,0.033751334843642816,0
1999-08-13,0,0,0,0,0,0,0.1289000712461953,0.05812810590634284,0.05167538749760897,0.040244724391139367,0.011473287716461387,0.025024938967528,0.006266118949168062,0.06962517573962053,0.13532496528184687,0.05097347005018055,0.19394245506242147,0.06784335360994366,0.11712409116388096,0.009702519574019205,0.033751334843642816,0
1999-08-16,0,0,0,0,0,0,0.1289000712461953,0.05812810590634284,0.05167538749760897,0.040244724391139367,0.011473287716461387,0.025024938967528,0.006266118949168062,0.06962517573962053,0.13532496528184687,0.05097347005018055,0.19394245506242147,0.06784335360994366,0.11712409116388096,0.009702519574019205,0.033751334843642816,0
1999-08-17,0,0,0,0,0,0,0.1289000712461953,0.05812810590634284,0.05167538749760897,0.040244724391139367,0.011473287716461387,0.025024938967528,0.006266118949168062,0.06962517573962053,0.13532496528184687,0.05097347005018055,0.19394245506242147,0.06784335360994366,0.11712409116388096,0.009702519574019205,0.033751334843642816,0
