Date,EDEN,EFNL,EIS,ENOR,ENZL,EUSA,EWA,EWC,EWD,EWG,EWH,EWI,EWJ,EWK,EWL,EWN,EWO,EWP,EWQ,EWS,EWU,PGAL
1999-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-06-01,0,0,0,0,0,0,0.055111598512329184,1.7946664155687807e-12,1.665226479459699e-14,2.6428977840971045e-15,0.34018510080423614,2.5948772272208925e-15,0.35332865292148424,2.127779694492991e-15,3.1579297541564715e-15,4.38761302457026e-15,4.8515991589476804e-15,2.358712798929281e-15,5.691349162718768e-15,0.2513746477600811,3.028024363252047e-14,0
1999-06-02,0,0,0,0,0,0,0.055111598512329184,1.7946664155687807e-12,1.665226479459699e-14,2.6428977840971045e-15,0.34018510080423614,2.5948772272208925e-15,0.35332865292148424,2.127779694492991e-15,3.1579297541564715e-15,4.38761302457026e-15,4.8515991589476804e-15,2.358712798929281e-15,5.691349162718768e-15,0.2513746477600811,3.028024363252047e-14,0
1999-06-03,0,0,0,0,0,0,0.055111598512329184,1.7946664155687807e-12,1.665226479459699e-14,2.6428977840971045e-15,0.34018510080423614,2.5948772272208925e-15,0.35332865292148424,2.127779694492991e-15,3.1579297541564715e-15,4.38761302457026e-15,4.8515991589476804e-15,2.358712798929281e-15,5.691349162718768e-15,0.2513746477600811,3.028024363252047e-14,0
1999-06-04,0,0,0,0,0,0,0.055111598512329184,1.7946664155687807e-12,1.665226479459699e-14,2.6428977840971045e-15,0.34018510080423614,2.5948772272208925e-15,0.35332865292148424,2.127779694492991e-15,3.1579297541564715e-15,4.38761302457026e-15,4.8515991589476804e-15,2.358712798929281e-15,5.691349162718768e-15,0.2513746477600811,3.028024363252047e-14,0
1999-06-07,0,0,0,0,0,0,0.055111598512329184,1.7946664155687807e-12,1.665226479459699e-14,2.6428977840971045e-15,0.34018510080423614,2.5948772272208925e-15,0.35332865292148424,2.127779694492991e-15,3.1579297541564715e-15,4.38761302457026e-15,4.8515991589476804e-15,2.358712798929281e-15,5.691349162718768e-15,0.2513746477600811,3.028024363252047e-14,0
1999-06-08,0,0,0,0,0,0,0.055111598512329184,1.7946664155687807e-12,1.665226479459699e-14,2.6428977840971045e-15,0.34018510080423614,2.5948772272208925e-15,0.35332865292148424,2.127779694492991e-15,3.1579297541564715e-15,4.38761302457026e-15,4.8515991589476804e-15,2.358712798929281e-15,5.691349162718768e-15,0.2513746477600811,3.028024363252047e-14,0
1999-06-09,0,0,0,0,0,0,0.055111598512329184,1.7946664155687807e-12,1.665226479459699e-14,2.6428977840971045e-15,0.34018510080423614,2.5948772272208925e-15,0.35332865292148424,2.127779694492991e-15,3.1579297541564715e-15,4.38761302457026e-15,4.8515991589476804e-15,2.358712798929281e-15,5.691349162718768e-15,0.2513746477600811,3.028024363252047e-14,0
1999-06-10,0,0,0,0,0,0,0.055111598512329184,1.7946664155687807e-12,1.665226479459699e-14,2.6428977840971045e-15,0.34018510080423614,2.5948772272208925e-15,0.35332865292148424,2.127779694492991e-15,3.1579297541564715e-15,4.38761302457026e-15,4.8515991589476804e-15,2.358712798929281e-15,5.691349162718768e-15,0.2513746477600811,3.028024363252047e-14,0
1999-06-11,0,0,0,0,0,0,0.055111598512329184,1.7946664155687807e-12,1.665226479459699e-14,2.6428977840971045e-15,0.34018510080423614,2.5948772272208925e-15,0.35332865292148424,2.127779694492991e-15,3.1579297541564715e-15,4.38761302457026e-15,4.8515991589476804e-15,2.358712798929281e-15,5.691349162718768e-15,0.2513746477600811,3.028024363252047e-14,0
1999-06-14,0,0,0,0,0,0,0.055111598512329184,1.7946664155687807e-12,1.665226479459699e-14,2.6428977840971045e-15,0.34018510080423614,2.5948772272208925e-15,0.35332865292148424,2.127779694492991e-15,3.1579297541564715e-15,4.38761302457026e-15,4.8515991589476804e-15,2.358712798929281e-15,5.691349162718768e-15,0.2513746477600811,3.028024363252047e-14,0
1999-06-15,0,0,0,0,0,0,0.055111598512329184,1.7946664155687807e-12,1.665226479459699e-14,2.6428977840971045e-15,0.34018510080423614,2.5948772272208925e-15,0.35332865292148424,2.127779694492991e-15,3.1579297541564715e-15,4.38761302457026e-15,4.8515991589476804e-15,2.358712798929281e-15,5.691349162718768e-15,0.2513746477600811,3.028024363252047e-14,0
1999-06-16,0,0,0,0,0,0,0.055111598512329184,1.7946664155687807e-12,1.665226479459699e-14,2.6428977840971045e-15,0.34018510080423614,2.5948772272208925e-15,0.35332865292148424,2.127779694492991e-15,3.1579297541564715e-15,4.38761302457026e-15,4.8515991589476804e-15,2.358712798929281e-15,5.691349162718768e-15,0.2513746477600811,3.028024363252047e-14,0
1999-06-17,0,0,0,0,0,0,0.055111598512329184,1.7946664155687807e-12,1.665226479459699e-14,2.6428977840971045e-15,0.34018510080423614,2.5948772272208925e-15,0.35332865292148424,2.127779694492991e-15,3.1579297541564715e-15,4.38761302457026e-15,4.8515991589476804e-15,2.358712798929281e-15,5.691349162718768e-15,0.2513746477600811,3.028024363252047e-14,0
1999-06-18,0,0,0,0,0,0,0.055111598512329184,1.7946664155687807e-12,1.665226479459699e-14,2.6428977840971045e-15,0.34018510080423614,2.5948772272208925e-15,0.35332865292148424,2.127779694492991e-15,3.1579297541564715e-15,4.38761302457026e-15,4.8515991589476804e-15,2.358712798929281e-15,5.691349162718768e-15,0.2513746477600811,3.028024363252047e-14,0
1999-06-21,0,0,0,0,0,0,0.055111598512329184,1.7946664155687807e-12,1.665226479459699e-14,2.6428977840971045e-15,0.34018510080423614,2.5948772272208925e-15,0.35332865292148424,2.127779694492991e-15,3.1579297541564715e-15,4.38761302457026e-15,4.8515991589476804e-15,2.358712798929281e-15,5.691349162718768e-15,0.2513746477600811,3.028024363252047e-14,0
1999-06-22,0,0,0,0,0,0,0.055111598512329184,1.7946664155687807e-12,1.665226479459699e-14,2.6428977840971045e-15,0.34018510080423614,2.5948772272208925e-15,0.35332865292148424,2.127779694492991e-15,3.1579297541564715e-15,4.38761302457026e-15,4.8515991589476804e-15,2.358712798929281e-15,5.691349162718768e-15,0.2513746477600811,3.028024363252047e-14,0
1999-06-23,0,0,0,0,0,0,0.055111598512329184,1.7946664155687807e-12,1.665226479459699e-14,2.6428977840971045e-15,0.34018510080423614,2.5948772272208925e-15,0.35332865292148424,2.127779694492991e-15,3.1579297541564715e-15,4.38761302457026e-15,4.8515991589476804e-15,2.358712798929281e-15,5.691349162718768e-15,0.2513746477600811,3.028024363252047e-14,0
1999-06-24,0,0,0,0,0,0,0.055111598512329184,1.7946664155687807e-12,1.665226479459699e-14,2.6428977840971045e-15,0.34018510080423614,2.5948772272208925e-15,0.35332865292148424,2.127779694492991e-15,3.1579297541564715e-15,4.38761302457026e-15,4.8515991589476804e-15,2.358712798929281e-15,5.691349162718768e-15,0.2513746477600811,3.028024363252047e-14,0
1999-06-25,0,0,0,0,0,0,0.055111598512329184,1.7946664155687807e-12,1.665226479459699e-14,2.6428977840971045e-15,0.34018510080423614,2.5948772272208925e-15,0.35332865292148424,2.127779694492991e-15,3.1579297541564715e-15,4.38761302457026e-15,4.8515991589476804e-15,2.358712798929281e-15,5.691349162718768e-15,0.2513746477600811,3.028024363252047e-14,0
1999-06-28,0,0,0,0,0,0,0.055111598512329184,1.7946664155687807e-12,1.665226479459699e-14,2.6428977840971045e-15,0.34018510080423614,2.5948772272208925e-15,0.35332865292148424,2.127779694492991e-15,3.1579297541564715e-15,4.38761302457026e-15,4.8515991589476804e-15,2.358712798929281e-15,5.691349162718768e-15,0.2513746477600811,3.028024363252047e-14,0
1999-06-29,0,0,0,0,0,0,0.055111598512329184,1.7946664155687807e-12,1.665226479459699e-14,2.6428977840971045e-15,0.34018510080423614,2.5948772272208925e-15,0.35332865292148424,2.127779694492991e-15,3.1579297541564715e-15,4.38761302457026e-15,4.8515991589476804e-15,2.358712798929281e-15,5.691349162718768e-15,0.2513746477600811,3.028024363252047e-14,0
1999-06-30,0,0,0,0,0,0,0.055111598512329184,1.7946664155687807e-12,1.665226479459699e-14,2.6428977840971045e-15,0.34018510080423614,2.5948772272208925e-15,0.35332865292148424,2.127779694492991e-15,3.1579297541564715e-15,4.38761302457026e-15,4.8515991589476804e-15,2.358712798929281e-15,5.691349162718768e-15,0.2513746477600811,3.028024363252047e-14,0
1999-07-01,0,0,0,0,0,0,1.2611147820550335e-12,3.406807563806626e-11,1.3500199620316854e-13,1.1910098788642244e-14,0.49088083822294837,1.4666542582666586e-14,0.14623498406775184,5.599542574054992e-15,1.5711324030129414e-14,9.3466870647239e-14,5.917913800744518e-13,2.4254878597398112e-14,2.5566726338220356e-14,0.3628841776729661,8.635723171739905e-14,0
1999-07-02,0,0,0,0,0,0,1.2611147820550335e-12,3.406807563806626e-11,1.3500199620316854e-13,1.1910098788642244e-14,0.49088083822294837,1.4666542582666586e-14,0.14623498406775184,5.599542574054992e-15,1.5711324030129414e-14,9.3466870647239e-14,5.917913800744518e-13,2.4254878597398112e-14,2.5566726338220356e-14,0.3628841776729661,8.635723171739905e-14,0
1999-07-06,0,0,0,0,0,0,1.2611147820550335e-12,3.406807563806626e-11,1.3500199620316854e-13,1.1910098788642244e-14,0.49088083822294837,1.4666542582666586e-14,0.14623498406775184,5.599542574054992e-15,1.5711324030129414e-14,9.3466870647239e-14,5.917913800744518e-13,2.4254878597398112e-14,2.5566726338220356e-14,0.3628841776729661,8.635723171739905e-14,0
1999-07-07,0,0,0,0,0,0,1.2611147820550335e-12,3.406807563806626e-11,1.3500199620316854e-13,1.1910098788642244e-14,0.49088083822294837,1.4666542582666586e-14,0.14623498406775184,5.599542574054992e-15,1.5711324030129414e-14,9.3466870647239e-14,5.917913800744518e-13,2.4254878597398112e-14,2.5566726338220356e-14,0.3628841776729661,8.635723171739905e-14,0
1999-07-08,0,0,0,0,0,0,1.2611147820550335e-12,3.406807563806626e-11,1.3500199620316854e-13,1.1910098788642244e-14,0.49088083822294837,1.4666542582666586e-14,0.14623498406775184,5.599542574054992e-15,1.5711324030129414e-14,9.3466870647239e-14,5.917913800744518e-13,2.4254878597398112e-14,2.5566726338220356e-14,0.3628841776729661,8.635723171739905e-14,0
1999-07-09,0,0,0,0,0,0,1.2611147820550335e-12,3.406807563806626e-11,1.3500199620316854e-13,1.1910098788642244e-14,0.49088083822294837,1.4666542582666586e-14,0.14623498406775184,5.599542574054992e-15,1.5711324030129414e-14,9.3466870647239e-14,5.917913800744518e-13,2.4254878597398112e-14,2.5566726338220356e-14,0.3628841776729661,8.635723171739905e-14,0
1999-07-12,0,0,0,0,0,0,1.2611147820550335e-12,3.406807563806626e-11,1.3500199620316854e-13,1.1910098788642244e-14,0.49088083822294837,1.4666542582666586e-14,0.14623498406775184,5.599542574054992e-15,1.5711324030129414e-14,9.3466870647239e-14,5.917913800744518e-13,2.4254878597398112e-14,2.5566726338220356e-14,0.3628841776729661,8.635723171739905e-14,0
1999-07-13,0,0,0,0,0,0,1.2611147820550335e-12,3.406807563806626e-11,1.3500199620316854e-13,1.1910098788642244e-14,0.49088083822294837,1.4666542582666586e-14,0.14623498406775184,5.599542574054992e-15,1.5711324030129414e-14,9.3466870647239e-14,5.917913800744518e-13,2.4254878597398112e-14,2.5566726338220356e-14,0.3628841776729661,8.635723171739905e-14,0
1999-07-14,0,0,0,0,0,0,1.2611147820550335e-12,3.406807563806626e-11,1.3500199620316854e-13,1.1910098788642244e-14,0.49088083822294837,1.4666542582666586e-14,0.14623498406775184,5.599542574054992e-15,1.5711324030129414e-14,9.3466870647239e-14,5.917913800744518e-13,2.4254878597398112e-14,2.5566726338220356e-14,0.3628841776729661,8.635723171739905e-14,0
1999-07-15,0,0,0,0,0,0,1.2611147820550335e-12,3.406807563806626e-11,1.3500199620316854e-13,1.1910098788642244e-14,0.49088083822294837,1.4666542582666586e-14,0.14623498406775184,5.599542574054992e-15,1.5711324030129414e-14,9.3466870647239e-14,5.917913800744518e-13,2.4254878597398112e-14,2.5566726338220356e-14,0.3628841776729661,8.635723171739905e-14,0
1999-07-16,0,0,0,0,0,0,1.2611147820550335e-12,3.406807563806626e-11,1.3500199620316854e-13,1.1910098788642244e-14,0.49088083822294837,1.4666542582666586e-14,0.14623498406775184,5.599542574054992e-15,1.5711324030129414e-14,9.3466870647239e-14,5.917913800744518e-13,2.4254878597398112e-14,2.5566726338220356e-14,0.3628841776729661,8.635723171739905e-14,0
1999-07-19,0,0,0,0,0,0,1.2611147820550335e-12,3.406807563806626e-11,1.3500199620316854e-13,1.1910098788642244e-14,0.49088083822294837,1.4666542582666586e-14,0.14623498406775184,5.599542574054992e-15,1.5711324030129414e-14,9.3466870647239e-14,5.917913800744518e-13,2.4254878597398112e-14,2.5566726338220356e-14,0.3628841776729661,8.635723171739905e-14,0
1999-07-20,0,0,0,0,0,0,1.2611147820550335e-12,3.406807563806626e-11,1.3500199620316854e-13,1.1910098788642244e-14,0.49088083822294837,1.4666542582666586e-14,0.14623498406775184,5.599542574054992e-15,1.5711324030129414e-14,9.3466870647239e-14,5.917913800744518e-13,2.4254878597398112e-14,2.5566726338220356e-14,0.3628841776729661,8.635723171739905e-14,0
1999-07-21,0,0,0,0,0,0,1.2611147820550335e-12,3.406807563806626e-11,1.3500199620316854e-13,1.1910098788642244e-14,0.49088083822294837,1.4666542582666586e-14,0.14623498406775184,5.599542574054992e-15,1.5711324030129414e-14,9.3466870647239e-14,5.917913800744518e-13,2.4254878597398112e-14,2.5566726338220356e-14,0.3628841776729661,8.635723171739905e-14,0
1999-07-22,0,0,0,0,0,0,1.2611147820550335e-12,3.406807563806626e-11,1.3500199620316854e-13,1.1910098788642244e-14,0.49088083822294837,1.4666542582666586e-14,0.14623498406775184,5.599542574054992e-15,1.5711324030129414e-14,9.3466870647239e-14,5.917913800744518e-13,2.4254878597398112e-14,2.5566726338220356e-14,0.3628841776729661,8.635723171739905e-14,0
1999-07-23,0,0,0,0,0,0,1.2611147820550335e-12,3.406807563806626e-11,1.3500199620316854e-13,1.1910098788642244e-14,0.49088083822294837,1.4666542582666586e-14,0.14623498406775184,5.599542574054992e-15,1.5711324030129414e-14,9.3466870647239e-14,5.917913800744518e-13,2.4254878597398112e-14,2.5566726338220356e-14,0.3628841776729661,8.635723171739905e-14,0
1999-07-26,0,0,0,0,0,0,1.2611147820550335e-12,3.406807563806626e-11,1.3500199620316854e-13,1.1910098788642244e-14,0.49088083822294837,1.4666542582666586e-14,0.14623498406775184,5.599542574054992e-15,1.5711324030129414e-14,9.3466870647239e-14,5.917913800744518e-13,2.4254878597398112e-14,2.5566726338220356e-14,0.3628841776729661,8.635723171739905e-14,0
1999-07-27,0,0,0,0,0,0,1.2611147820550335e-12,3.406807563806626e-11,1.3500199620316854e-13,1.1910098788642244e-14,0.49088083822294837,1.4666542582666586e-14,0.14623498406775184,5.599542574054992e-15,1.5711324030129414e-14,9.3466870647239e-14,5.917913800744518e-13,2.4254878597398112e-14,2.5566726338220356e-14,0.3628841776729661,8.635723171739905e-14,0
1999-07-28,0,0,0,0,0,0,1.2611147820550335e-12,3.406807563806626e-11,1.3500199620316854e-13,1.1910098788642244e-14,0.49088083822294837,1.4666542582666586e-14,0.14623498406775184,5.599542574054992e-15,1.5711324030129414e-14,9.3466870647239e-14,5.917913800744518e-13,2.4254878597398112e-14,2.5566726338220356e-14,0.3628841776729661,8.635723171739905e-14,0
1999-07-29,0,0,0,0,0,0,1.2611147820550335e-12,3.406807563806626e-11,1.3500199620316854e-13,1.1910098788642244e-14,0.49088083822294837,1.4666542582666586e-14,0.14623498406775184,5.599542574054992e-15,1.5711324030129414e-14,9.3466870647239e-14,5.917913800744518e-13,2.4254878597398112e-14,2.5566726338220356e-14,0.3628841776729661,8.635723171739905e-14,0
1999-07-30,0,0,0,0,0,0,1.2611147820550335e-12,3.406807563806626e-11,1.3500199620316854e-13,1.1910098788642244e-14,0.49088083822294837,1.4666542582666586e-14,0.14623498406775184,5.599542574054992e-15,1.5711324030129414e-14,9.3466870647239e-14,5.917913800744518e-13,2.4254878597398112e-14,2.5566726338220356e-14,0.3628841776729661,8.635723171739905e-14,0
1999-08-02,0,0,0,0,0,0,0.030976778951991878,0.0784919352459562,0.20344173789246886,1.4955786648526046e-16,0.10230681129409697,6.008595058826534e-17,0.3342407208018024,7.905082285392091e-17,1.7961964479692715e-16,1.77184672583266e-14,1.9152860558225957e-16,8.587379324048678e-17,2.1919971100008755e-16,0.25054201581366475,1.4732121167096749e-16,0
1999-08-03,0,0,0,0,0,0,0.030976778951991878,0.0784919352459562,0.20344173789246886,1.4955786648526046e-16,0.10230681129409697,6.008595058826534e-17,0.3342407208018024,7.905082285392091e-17,1.7961964479692715e-16,1.77184672583266e-14,1.9152860558225957e-16,8.587379324048678e-17,2.1919971100008755e-16,0.25054201581366475,1.4732121167096749e-16,0
1999-08-04,0,0,0,0,0,0,0.030976778951991878,0.0784919352459562,0.20344173789246886,1.4955786648526046e-16,0.10230681129409697,6.008595058826534e-17,0.3342407208018024,7.905082285392091e-17,1.7961964479692715e-16,1.77184672583266e-14,1.9152860558225957e-16,8.587379324048678e-17,2.1919971100008755e-16,0.25054201581366475,1.4732121167096749e-16,0
