Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
1999-04-16,0,0,0,0,0,0,0,0,0,0,0
1999-04-19,0,0,0,0,0,0,0,0,0,0,0
1999-04-20,0,0,0,0,0,0,0,0,0,0,0
1999-04-21,0,0,0,0,0,0,0,0,0,0,0
1999-04-22,0,0,0,0,0,0,0,0,0,0,0
1999-04-23,0,0,0,0,0,0,0,0,0,0,0
1999-04-26,0,0,0,0,0,0,0,0,0,0,0
1999-04-27,0,0,0,0,0,0,0,0,0,0,0
1999-04-28,0,0,0,0,0,0,0,0,0,0,0
1999-04-29,0,0,0,0,0,0,0,0,0,0,0
1999-04-30,0,0,0,0,0,0,0,0,0,0,0
1999-05-03,0,0,0,0,0,0,0,0,0,0,0
1999-05-04,0,0,0,0,0,0,0,0,0,0,0
1999-05-05,0,0,0,0,0,0,0,0,0,0,0
1999-05-06,0,0,0,0,0,0,0,0,0,0,0
1999-05-07,0,0,0,0,0,0,0,0,0,0,0
1999-05-10,0,0,0,0,0,0,0,0,0,0,0
1999-05-11,0,0,0,0,0,0,0,0,0,0,0
1999-05-12,0,0,0,0,0,0,0,0,0,0,0
1999-05-13,0,0,0,0,0,0,0,0,0,0,0
1999-05-14,0,0,0,0,0,0,0,0,0,0,0
1999-05-17,0,0,0,0,0,0,0,0,0,0,0
1999-05-18,0,0,0,0,0,0,0,0,0,0,0
1999-05-19,0,0,0,0,0,0,0,0,0,0,0
1999-05-20,0,0,0,0,0,0,0,0,0,0,0
1999-05-21,0,0,0,0,0,0,0,0,0,0,0
1999-05-24,0,0,0,0,0,0,0,0,0,0,0
1999-05-25,0,0,0,0,0,0,0,0,0,0,0
1999-05-26,0,0,0,0,0,0,0,0,0,0,0
1999-05-27,0,0,0,0,0,0,0,0,0,0,0
1999-05-28,0,0,0,0,0,0,0,0,0,0,0
1999-06-01,4.766013416831478e-15,0,0.2988670629149254,3.999504760744632e-15,0.6484716680545418,0.05266126902929034,1.2337728849704741e-15,0,2.331851955330656e-15,1.2220518624165623e-12,8.070684953141792e-15
1999-06-02,4.766013416831478e-15,0,0.2988670629149254,3.999504760744632e-15,0.6484716680545418,0.05266126902929034,1.2337728849704741e-15,0,2.331851955330656e-15,1.2220518624165623e-12,8.070684953141792e-15
1999-06-03,4.766013416831478e-15,0,0.2988670629149254,3.999504760744632e-15,0.6484716680545418,0.05266126902929034,1.2337728849704741e-15,0,2.331851955330656e-15,1.2220518624165623e-12,8.070684953141792e-15
1999-06-04,4.766013416831478e-15,0,0.2988670629149254,3.999504760744632e-15,0.6484716680545418,0.05266126902929034,1.2337728849704741e-15,0,2.331851955330656e-15,1.2220518624165623e-12,8.070684953141792e-15
1999-06-07,4.766013416831478e-15,0,0.2988670629149254,3.999504760744632e-15,0.6484716680545418,0.05266126902929034,1.2337728849704741e-15,0,2.331851955330656e-15,1.2220518624165623e-12,8.070684953141792e-15
1999-06-08,4.766013416831478e-15,0,0.2988670629149254,3.999504760744632e-15,0.6484716680545418,0.05266126902929034,1.2337728849704741e-15,0,2.331851955330656e-15,1.2220518624165623e-12,8.070684953141792e-15
1999-06-09,4.766013416831478e-15,0,0.2988670629149254,3.999504760744632e-15,0.6484716680545418,0.05266126902929034,1.2337728849704741e-15,0,2.331851955330656e-15,1.2220518624165623e-12,8.070684953141792e-15
1999-06-10,4.766013416831478e-15,0,0.2988670629149254,3.999504760744632e-15,0.6484716680545418,0.05266126902929034,1.2337728849704741e-15,0,2.331851955330656e-15,1.2220518624165623e-12,8.070684953141792e-15
1999-06-11,4.766013416831478e-15,0,0.2988670629149254,3.999504760744632e-15,0.6484716680545418,0.05266126902929034,1.2337728849704741e-15,0,2.331851955330656e-15,1.2220518624165623e-12,8.070684953141792e-15
1999-06-14,4.766013416831478e-15,0,0.2988670629149254,3.999504760744632e-15,0.6484716680545418,0.05266126902929034,1.2337728849704741e-15,0,2.331851955330656e-15,1.2220518624165623e-12,8.070684953141792e-15
1999-06-15,4.766013416831478e-15,0,0.2988670629149254,3.999504760744632e-15,0.6484716680545418,0.05266126902929034,1.2337728849704741e-15,0,2.331851955330656e-15,1.2220518624165623e-12,8.070684953141792e-15
1999-06-16,4.766013416831478e-15,0,0.2988670629149254,3.999504760744632e-15,0.6484716680545418,0.05266126902929034,1.2337728849704741e-15,0,2.331851955330656e-15,1.2220518624165623e-12,8.070684953141792e-15
1999-06-17,4.766013416831478e-15,0,0.2988670629149254,3.999504760744632e-15,0.6484716680545418,0.05266126902929034,1.2337728849704741e-15,0,2.331851955330656e-15,1.2220518624165623e-12,8.070684953141792e-15
1999-06-18,4.766013416831478e-15,0,0.2988670629149254,3.999504760744632e-15,0.6484716680545418,0.05266126902929034,1.2337728849704741e-15,0,2.331851955330656e-15,1.2220518624165623e-12,8.070684953141792e-15
1999-06-21,4.766013416831478e-15,0,0.2988670629149254,3.999504760744632e-15,0.6484716680545418,0.05266126902929034,1.2337728849704741e-15,0,2.331851955330656e-15,1.2220518624165623e-12,8.070684953141792e-15
1999-06-22,4.766013416831478e-15,0,0.2988670629149254,3.999504760744632e-15,0.6484716680545418,0.05266126902929034,1.2337728849704741e-15,0,2.331851955330656e-15,1.2220518624165623e-12,8.070684953141792e-15
1999-06-23,4.766013416831478e-15,0,0.2988670629149254,3.999504760744632e-15,0.6484716680545418,0.05266126902929034,1.2337728849704741e-15,0,2.331851955330656e-15,1.2220518624165623e-12,8.070684953141792e-15
1999-06-24,4.766013416831478e-15,0,0.2988670629149254,3.999504760744632e-15,0.6484716680545418,0.05266126902929034,1.2337728849704741e-15,0,2.331851955330656e-15,1.2220518624165623e-12,8.070684953141792e-15
1999-06-25,4.766013416831478e-15,0,0.2988670629149254,3.999504760744632e-15,0.6484716680545418,0.05266126902929034,1.2337728849704741e-15,0,2.331851955330656e-15,1.2220518624165623e-12,8.070684953141792e-15
1999-06-28,4.766013416831478e-15,0,0.2988670629149254,3.999504760744632e-15,0.6484716680545418,0.05266126902929034,1.2337728849704741e-15,0,2.331851955330656e-15,1.2220518624165623e-12,8.070684953141792e-15
1999-06-29,4.766013416831478e-15,0,0.2988670629149254,3.999504760744632e-15,0.6484716680545418,0.05266126902929034,1.2337728849704741e-15,0,2.331851955330656e-15,1.2220518624165623e-12,8.070684953141792e-15
1999-06-30,4.766013416831478e-15,0,0.2988670629149254,3.999504760744632e-15,0.6484716680545418,0.05266126902929034,1.2337728849704741e-15,0,2.331851955330656e-15,1.2220518624165623e-12,8.070684953141792e-15
1999-07-01,1.4228854287200194e-13,0,0.1346093584071396,7.326988320349382e-12,0.8282495763024154,0.037141065282284065,2.8567029664888634e-14,0,1.6027393626473372e-13,2.705354537640476e-13,2.3223686844429546e-13
1999-07-02,1.4228854287200194e-13,0,0.1346093584071396,7.326988320349382e-12,0.8282495763024154,0.037141065282284065,2.8567029664888634e-14,0,1.6027393626473372e-13,2.705354537640476e-13,2.3223686844429546e-13
1999-07-06,1.4228854287200194e-13,0,0.1346093584071396,7.326988320349382e-12,0.8282495763024154,0.037141065282284065,2.8567029664888634e-14,0,1.6027393626473372e-13,2.705354537640476e-13,2.3223686844429546e-13
1999-07-07,1.4228854287200194e-13,0,0.1346093584071396,7.326988320349382e-12,0.8282495763024154,0.037141065282284065,2.8567029664888634e-14,0,1.6027393626473372e-13,2.705354537640476e-13,2.3223686844429546e-13
1999-07-08,1.4228854287200194e-13,0,0.1346093584071396,7.326988320349382e-12,0.8282495763024154,0.037141065282284065,2.8567029664888634e-14,0,1.6027393626473372e-13,2.705354537640476e-13,2.3223686844429546e-13
1999-07-09,1.4228854287200194e-13,0,0.1346093584071396,7.326988320349382e-12,0.8282495763024154,0.037141065282284065,2.8567029664888634e-14,0,1.6027393626473372e-13,2.705354537640476e-13,2.3223686844429546e-13
1999-07-12,1.4228854287200194e-13,0,0.1346093584071396,7.326988320349382e-12,0.8282495763024154,0.037141065282284065,2.8567029664888634e-14,0,1.6027393626473372e-13,2.705354537640476e-13,2.3223686844429546e-13
1999-07-13,1.4228854287200194e-13,0,0.1346093584071396,7.326988320349382e-12,0.8282495763024154,0.037141065282284065,2.8567029664888634e-14,0,1.6027393626473372e-13,2.705354537640476e-13,2.3223686844429546e-13
1999-07-14,1.4228854287200194e-13,0,0.1346093584071396,7.326988320349382e-12,0.8282495763024154,0.037141065282284065,2.8567029664888634e-14,0,1.6027393626473372e-13,2.705354537640476e-13,2.3223686844429546e-13
1999-07-15,1.4228854287200194e-13,0,0.1346093584071396,7.326988320349382e-12,0.8282495763024154,0.037141065282284065,2.8567029664888634e-14,0,1.6027393626473372e-13,2.705354537640476e-13,2.3223686844429546e-13
1999-07-16,1.4228854287200194e-13,0,0.1346093584071396,7.326988320349382e-12,0.8282495763024154,0.037141065282284065,2.8567029664888634e-14,0,1.6027393626473372e-13,2.705354537640476e-13,2.3223686844429546e-13
1999-07-19,1.4228854287200194e-13,0,0.1346093584071396,7.326988320349382e-12,0.8282495763024154,0.037141065282284065,2.8567029664888634e-14,0,1.6027393626473372e-13,2.705354537640476e-13,2.3223686844429546e-13
1999-07-20,1.4228854287200194e-13,0,0.1346093584071396,7.326988320349382e-12,0.8282495763024154,0.037141065282284065,2.8567029664888634e-14,0,1.6027393626473372e-13,2.705354537640476e-13,2.3223686844429546e-13
1999-07-21,1.4228854287200194e-13,0,0.1346093584071396,7.326988320349382e-12,0.8282495763024154,0.037141065282284065,2.8567029664888634e-14,0,1.6027393626473372e-13,2.705354537640476e-13,2.3223686844429546e-13
1999-07-22,1.4228854287200194e-13,0,0.1346093584071396,7.326988320349382e-12,0.8282495763024154,0.037141065282284065,2.8567029664888634e-14,0,1.6027393626473372e-13,2.705354537640476e-13,2.3223686844429546e-13
1999-07-23,1.4228854287200194e-13,0,0.1346093584071396,7.326988320349382e-12,0.8282495763024154,0.037141065282284065,2.8567029664888634e-14,0,1.6027393626473372e-13,2.705354537640476e-13,2.3223686844429546e-13
1999-07-26,1.4228854287200194e-13,0,0.1346093584071396,7.326988320349382e-12,0.8282495763024154,0.037141065282284065,2.8567029664888634e-14,0,1.6027393626473372e-13,2.705354537640476e-13,2.3223686844429546e-13
1999-07-27,1.4228854287200194e-13,0,0.1346093584071396,7.326988320349382e-12,0.8282495763024154,0.037141065282284065,2.8567029664888634e-14,0,1.6027393626473372e-13,2.705354537640476e-13,2.3223686844429546e-13
1999-07-28,1.4228854287200194e-13,0,0.1346093584071396,7.326988320349382e-12,0.8282495763024154,0.037141065282284065,2.8567029664888634e-14,0,1.6027393626473372e-13,2.705354537640476e-13,2.3223686844429546e-13
1999-07-29,1.4228854287200194e-13,0,0.1346093584071396,7.326988320349382e-12,0.8282495763024154,0.037141065282284065,2.8567029664888634e-14,0,1.6027393626473372e-13,2.705354537640476e-13,2.3223686844429546e-13
1999-07-30,1.4228854287200194e-13,0,0.1346093584071396,7.326988320349382e-12,0.8282495763024154,0.037141065282284065,2.8567029664888634e-14,0,1.6027393626473372e-13,2.705354537640476e-13,2.3223686844429546e-13
1999-08-02,0.25822147551865393,0,0.35479785594493835,1.015663278304959e-15,0.15956530502356595,0.17650521801005617,1.0422996786234999e-15,0,0.05091014550277248,1.0169370436357746e-14,8.938737522928483e-16
1999-08-03,0.25822147551865393,0,0.35479785594493835,1.015663278304959e-15,0.15956530502356595,0.17650521801005617,1.0422996786234999e-15,0,0.05091014550277248,1.0169370436357746e-14,8.938737522928483e-16
1999-08-04,0.25822147551865393,0,0.35479785594493835,1.015663278304959e-15,0.15956530502356595,0.17650521801005617,1.0422996786234999e-15,0,0.05091014550277248,1.0169370436357746e-14,8.938737522928483e-16
1999-08-05,0.25822147551865393,0,0.35479785594493835,1.015663278304959e-15,0.15956530502356595,0.17650521801005617,1.0422996786234999e-15,0,0.05091014550277248,1.0169370436357746e-14,8.938737522928483e-16
1999-08-06,0.25822147551865393,0,0.35479785594493835,1.015663278304959e-15,0.15956530502356595,0.17650521801005617,1.0422996786234999e-15,0,0.05091014550277248,1.0169370436357746e-14,8.938737522928483e-16
1999-08-09,0.25822147551865393,0,0.35479785594493835,1.015663278304959e-15,0.15956530502356595,0.17650521801005617,1.0422996786234999e-15,0,0.05091014550277248,1.0169370436357746e-14,8.938737522928483e-16
1999-08-10,0.25822147551865393,0,0.35479785594493835,1.015663278304959e-15,0.15956530502356595,0.17650521801005617,1.0422996786234999e-15,0,0.05091014550277248,1.0169370436357746e-14,8.938737522928483e-16
1999-08-11,0.25822147551865393,0,0.35479785594493835,1.015663278304959e-15,0.15956530502356595,0.17650521801005617,1.0422996786234999e-15,0,0.05091014550277248,1.0169370436357746e-14,8.938737522928483e-16
1999-08-12,0.25822147551865393,0,0.35479785594493835,1.015663278304959e-15,0.15956530502356595,0.17650521801005617,1.0422996786234999e-15,0,0.05091014550277248,1.0169370436357746e-14,8.938737522928483e-16
1999-08-13,0.25822147551865393,0,0.35479785594493835,1.015663278304959e-15,0.15956530502356595,0.17650521801005617,1.0422996786234999e-15,0,0.05091014550277248,1.0169370436357746e-14,8.938737522928483e-16
1999-08-16,0.25822147551865393,0,0.35479785594493835,1.015663278304959e-15,0.15956530502356595,0.17650521801005617,1.0422996786234999e-15,0,0.05091014550277248,1.0169370436357746e-14,8.938737522928483e-16
1999-08-17,0.25822147551865393,0,0.35479785594493835,1.015663278304959e-15,0.15956530502356595,0.17650521801005617,1.0422996786234999e-15,0,0.05091014550277248,1.0169370436357746e-14,8.938737522928483e-16
1999-08-18,0.25822147551865393,0,0.35479785594493835,1.015663278304959e-15,0.15956530502356595,0.17650521801005617,1.0422996786234999e-15,0,0.05091014550277248,1.0169370436357746e-14,8.938737522928483e-16
1999-08-19,0.25822147551865393,0,0.35479785594493835,1.015663278304959e-15,0.15956530502356595,0.17650521801005617,1.0422996786234999e-15,0,0.05091014550277248,1.0169370436357746e-14,8.938737522928483e-16
1999-08-20,0.25822147551865393,0,0.35479785594493835,1.015663278304959e-15,0.15956530502356595,0.17650521801005617,1.0422996786234999e-15,0,0.05091014550277248,1.0169370436357746e-14,8.938737522928483e-16
1999-08-23,0.25822147551865393,0,0.35479785594493835,1.015663278304959e-15,0.15956530502356595,0.17650521801005617,1.0422996786234999e-15,0,0.05091014550277248,1.0169370436357746e-14,8.938737522928483e-16
1999-08-24,0.25822147551865393,0,0.35479785594493835,1.015663278304959e-15,0.15956530502356595,0.17650521801005617,1.0422996786234999e-15,0,0.05091014550277248,1.0169370436357746e-14,8.938737522928483e-16
1999-08-25,0.25822147551865393,0,0.35479785594493835,1.015663278304959e-15,0.15956530502356595,0.17650521801005617,1.0422996786234999e-15,0,0.05091014550277248,1.0169370436357746e-14,8.938737522928483e-16
1999-08-26,0.25822147551865393,0,0.35479785594493835,1.015663278304959e-15,0.15956530502356595,0.17650521801005617,1.0422996786234999e-15,0,0.05091014550277248,1.0169370436357746e-14,8.938737522928483e-16
1999-08-27,0.25822147551865393,0,0.35479785594493835,1.015663278304959e-15,0.15956530502356595,0.17650521801005617,1.0422996786234999e-15,0,0.05091014550277248,1.0169370436357746e-14,8.938737522928483e-16
1999-08-30,0.25822147551865393,0,0.35479785594493835,1.015663278304959e-15,0.15956530502356595,0.17650521801005617,1.0422996786234999e-15,0,0.05091014550277248,1.0169370436357746e-14,8.938737522928483e-16
1999-08-31,0.25822147551865393,0,0.35479785594493835,1.015663278304959e-15,0.15956530502356595,0.17650521801005617,1.0422996786234999e-15,0,0.05091014550277248,1.0169370436357746e-14,8.938737522928483e-16
1999-09-01,0.01068177592347471,0,0.31293750743395715,3.9654409071323634e-16,0.6262586453118708,0.050122071330690396,7.588472562931593e-16,0,4.6551873770734455e-15,6.294382137429448e-16,4.3720862745589026e-16
1999-09-02,0.01068177592347471,0,0.31293750743395715,3.9654409071323634e-16,0.6262586453118708,0.050122071330690396,7.588472562931593e-16,0,4.6551873770734455e-15,6.294382137429448e-16,4.3720862745589026e-16
1999-09-03,0.01068177592347471,0,0.31293750743395715,3.9654409071323634e-16,0.6262586453118708,0.050122071330690396,7.588472562931593e-16,0,4.6551873770734455e-15,6.294382137429448e-16,4.3720862745589026e-16
1999-09-07,0.01068177592347471,0,0.31293750743395715,3.9654409071323634e-16,0.6262586453118708,0.050122071330690396,7.588472562931593e-16,0,4.6551873770734455e-15,6.294382137429448e-16,4.3720862745589026e-16
1999-09-08,0.01068177592347471,0,0.31293750743395715,3.9654409071323634e-16,0.6262586453118708,0.050122071330690396,7.588472562931593e-16,0,4.6551873770734455e-15,6.294382137429448e-16,4.3720862745589026e-16
1999-09-09,0.01068177592347471,0,0.31293750743395715,3.9654409071323634e-16,0.6262586453118708,0.050122071330690396,7.588472562931593e-16,0,4.6551873770734455e-15,6.294382137429448e-16,4.3720862745589026e-16
1999-09-10,0.01068177592347471,0,0.31293750743395715,3.9654409071323634e-16,0.6262586453118708,0.050122071330690396,7.588472562931593e-16,0,4.6551873770734455e-15,6.294382137429448e-16,4.3720862745589026e-16
1999-09-13,0.01068177592347471,0,0.31293750743395715,3.9654409071323634e-16,0.6262586453118708,0.050122071330690396,7.588472562931593e-16,0,4.6551873770734455e-15,6.294382137429448e-16,4.3720862745589026e-16
1999-09-14,0.01068177592347471,0,0.31293750743395715,3.9654409071323634e-16,0.6262586453118708,0.050122071330690396,7.588472562931593e-16,0,4.6551873770734455e-15,6.294382137429448e-16,4.3720862745589026e-16
1999-09-15,0.01068177592347471,0,0.31293750743395715,3.9654409071323634e-16,0.6262586453118708,0.050122071330690396,7.588472562931593e-16,0,4.6551873770734455e-15,6.294382137429448e-16,4.3720862745589026e-16
1999-09-16,0.01068177592347471,0,0.31293750743395715,3.9654409071323634e-16,0.6262586453118708,0.050122071330690396,7.588472562931593e-16,0,4.6551873770734455e-15,6.294382137429448e-16,4.3720862745589026e-16
1999-09-17,0.01068177592347471,0,0.31293750743395715,3.9654409071323634e-16,0.6262586453118708,0.050122071330690396,7.588472562931593e-16,0,4.6551873770734455e-15,6.294382137429448e-16,4.3720862745589026e-16
1999-09-20,0.01068177592347471,0,0.31293750743395715,3.9654409071323634e-16,0.6262586453118708,0.050122071330690396,7.588472562931593e-16,0,4.6551873770734455e-15,6.294382137429448e-16,4.3720862745589026e-16
1999-09-21,0.01068177592347471,0,0.31293750743395715,3.9654409071323634e-16,0.6262586453118708,0.050122071330690396,7.588472562931593e-16,0,4.6551873770734455e-15,6.294382137429448e-16,4.3720862745589026e-16
1999-09-22,0.01068177592347471,0,0.31293750743395715,3.9654409071323634e-16,0.6262586453118708,0.050122071330690396,7.588472562931593e-16,0,4.6551873770734455e-15,6.294382137429448e-16,4.3720862745589026e-16
1999-09-23,0.01068177592347471,0,0.31293750743395715,3.9654409071323634e-16,0.6262586453118708,0.050122071330690396,7.588472562931593e-16,0,4.6551873770734455e-15,6.294382137429448e-16,4.3720862745589026e-16
1999-09-24,0.01068177592347471,0,0.31293750743395715,3.9654409071323634e-16,0.6262586453118708,0.050122071330690396,7.588472562931593e-16,0,4.6551873770734455e-15,6.294382137429448e-16,4.3720862745589026e-16
1999-09-27,0.01068177592347471,0,0.31293750743395715,3.9654409071323634e-16,0.6262586453118708,0.050122071330690396,7.588472562931593e-16,0,4.6551873770734455e-15,6.294382137429448e-16,4.3720862745589026e-16
1999-09-28,0.01068177592347471,0,0.31293750743395715,3.9654409071323634e-16,0.6262586453118708,0.050122071330690396,7.588472562931593e-16,0,4.6551873770734455e-15,6.294382137429448e-16,4.3720862745589026e-16
1999-09-29,0.01068177592347471,0,0.31293750743395715,3.9654409071323634e-16,0.6262586453118708,0.050122071330690396,7.588472562931593e-16,0,4.6551873770734455e-15,6.294382137429448e-16,4.3720862745589026e-16
1999-09-30,0.01068177592347471,0,0.31293750743395715,3.9654409071323634e-16,0.6262586453118708,0.050122071330690396,7.588472562931593e-16,0,4.6551873770734455e-15,6.294382137429448e-16,4.3720862745589026e-16
1999-10-01,6.528607959358562e-17,0,1.1182991207817439e-14,4.542411308846005e-17,3.4216374721363786e-16,0.8777128615796901,7.317741450028001e-17,0,0.12228713842029806,8.899135187733136e-17,5.891356374838913e-17
1999-10-04,6.528607959358562e-17,0,1.1182991207817439e-14,4.542411308846005e-17,3.4216374721363786e-16,0.8777128615796901,7.317741450028001e-17,0,0.12228713842029806,8.899135187733136e-17,5.891356374838913e-17
1999-10-05,6.528607959358562e-17,0,1.1182991207817439e-14,4.542411308846005e-17,3.4216374721363786e-16,0.8777128615796901,7.317741450028001e-17,0,0.12228713842029806,8.899135187733136e-17,5.891356374838913e-17
1999-10-06,6.528607959358562e-17,0,1.1182991207817439e-14,4.542411308846005e-17,3.4216374721363786e-16,0.8777128615796901,7.317741450028001e-17,0,0.12228713842029806,8.899135187733136e-17,5.891356374838913e-17
1999-10-07,6.528607959358562e-17,0,1.1182991207817439e-14,4.542411308846005e-17,3.4216374721363786e-16,0.8777128615796901,7.317741450028001e-17,0,0.12228713842029806,8.899135187733136e-17,5.891356374838913e-17
1999-10-08,6.528607959358562e-17,0,1.1182991207817439e-14,4.542411308846005e-17,3.4216374721363786e-16,0.8777128615796901,7.317741450028001e-17,0,0.12228713842029806,8.899135187733136e-17,5.891356374838913e-17
1999-10-11,6.528607959358562e-17,0,1.1182991207817439e-14,4.542411308846005e-17,3.4216374721363786e-16,0.8777128615796901,7.317741450028001e-17,0,0.12228713842029806,8.899135187733136e-17,5.891356374838913e-17
1999-10-12,6.528607959358562e-17,0,1.1182991207817439e-14,4.542411308846005e-17,3.4216374721363786e-16,0.8777128615796901,7.317741450028001e-17,0,0.12228713842029806,8.899135187733136e-17,5.891356374838913e-17
1999-10-13,6.528607959358562e-17,0,1.1182991207817439e-14,4.542411308846005e-17,3.4216374721363786e-16,0.8777128615796901,7.317741450028001e-17,0,0.12228713842029806,8.899135187733136e-17,5.891356374838913e-17
1999-10-14,6.528607959358562e-17,0,1.1182991207817439e-14,4.542411308846005e-17,3.4216374721363786e-16,0.8777128615796901,7.317741450028001e-17,0,0.12228713842029806,8.899135187733136e-17,5.891356374838913e-17
1999-10-15,6.528607959358562e-17,0,1.1182991207817439e-14,4.542411308846005e-17,3.4216374721363786e-16,0.8777128615796901,7.317741450028001e-17,0,0.12228713842029806,8.899135187733136e-17,5.891356374838913e-17
1999-10-18,6.528607959358562e-17,0,1.1182991207817439e-14,4.542411308846005e-17,3.4216374721363786e-16,0.8777128615796901,7.317741450028001e-17,0,0.12228713842029806,8.899135187733136e-17,5.891356374838913e-17
1999-10-19,6.528607959358562e-17,0,1.1182991207817439e-14,4.542411308846005e-17,3.4216374721363786e-16,0.8777128615796901,7.317741450028001e-17,0,0.12228713842029806,8.899135187733136e-17,5.891356374838913e-17
1999-10-20,6.528607959358562e-17,0,1.1182991207817439e-14,4.542411308846005e-17,3.4216374721363786e-16,0.8777128615796901,7.317741450028001e-17,0,0.12228713842029806,8.899135187733136e-17,5.891356374838913e-17
1999-10-21,6.528607959358562e-17,0,1.1182991207817439e-14,4.542411308846005e-17,3.4216374721363786e-16,0.8777128615796901,7.317741450028001e-17,0,0.12228713842029806,8.899135187733136e-17,5.891356374838913e-17
